Project_ID,Project_Name,Ministry,Sector,State,Start_Date,Target_DOC,Original_Cost_Cr,Cumulative_Expenditure_Cr,Physical_Progress_Pct,Expenditure_Pct_of_Original_Cost,Revised_Cost_Cr,Cost_Overrun_Cr,Cost_Overrun_Pct,Cost_Overrun_Flag,Revised_DOC,Time_Overrun_Days,Time_Overrun_Months,Time_Overrun_Flag
618099,"Rehabilitation & up-gradation for Talere Gaganbawada - kolhapur Road NH 166G stretch start from km. 0/00 to Km. 06/00 and km. 13/00 to km 19/440 of NH-166G, length 12.440 km in the State of Maharashtra. (MoRTH) (618099) (-) (-)",Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,10/1/2024,4/1/2026,164.13,98.68,100,60.1231,164.13,0,0,0,4/1/2026,0,0,0
618101,Kondamodu to Perecherla Section Design Ch. Km 000 to Km 49917 of NH-167AG to to 4LPS (MoRTH) (618101) (-) (10181),Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,4/1/2025,4/1/2027,881.61,0,37.95,0,881.61,0,0,0,4/1/2027,0,0,0
618103,Rehabilitation and upgradation from Km 22300 to 58635 of MudireddyPalle to Kadapa/Nellore Border via porumamilla Section of NH 167 Two Lane with paved Shoulder in (MoRTH) (618103) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,10/1/2024,4/1/2026,279.29,159.13,90.33,56.9766,279.29,0,0,0,6/1/2026,61,2,1
618104,Widening to two lane with paved shoulders from Km 0/000 to Km 79/300 of Kalwakurthy - Kollapur section of NH-167K in the state of Telangana under annual plan 2021-22 on EPC mode under NHO. (MoRTH) (618104) (N24002007) (10183),Ministry of Road Transport & Highways,Roads & Highways,Telangana,7/1/2023,7/1/2025,886.69,584.84,86.74,65.9577,886.69,0,0,0,7/1/2026,365,11.99,1
618105,Widening and strengthening to 4 lane / 2-lane with paved shoulders of Mahabubnagar - Chincholi section from km 60/255 to Km 102/834 of NH-167N in the State of Telangana on EPC mode. (MoRTH) (618105) (N24002010) (10184),Ministry of Road Transport & Highways,Roads & Highways,Telangana,10/1/2023,10/1/2025,631.49,92.56,30.8,14.6574,631.49,0,0,0,11/1/2026,396,13.01,1
618106,Widening and Strengthening to 2/4 lane with paved shoulders of Mahabubnagar Chincholi section from Km 0/0 to Km 60/255 of NH-167N in the state of Telangana under Annual plan 2021-22 on EPC modepackage-I under NHO Job No.167N-TS- 2021-22-75 (MoRTH) (618106) (N24002009) (10185),Ministry of Road Transport & Highways,Roads & Highways,Telangana,1/1/2023,1/1/2025,703.68,279.83,90.69,39.7667,703.68,0,0,0,5/1/2026,485,15.93,1
618108,Up-gradation and strengthening to 2lanePS from Km 95/500 to km 129/775 of Nh 168G Idar-Bhiloda-Samlaji in the state of Gujarat Length 34.275 km (MoRTH) (618108) (N24002014) (-),Ministry of Road Transport & Highways,Roads & Highways,Gujarat,12/1/2023,12/1/2025,237.28,0,63,0,237.28,0,0,0,12/1/2026,365,11.99,1
618109,Widening to 4 lane from Km 51.60 to 76.20 Hebri to Parkala and from Km 85.20 to 88.90 Karavali junction to Malpe of Thirthahalli-Udupi-Malpe Section of NH-169A in the State of Karnataka on EPC Mode under Annual plan 2021-22 Job No. NH-169A- KNT-2021-22-927 (MoRTH) (618109) (N24001948) (-),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,12/1/2022,12/1/2024,355.72,184.79,88.33,51.9482,355.72,0,0,0,11/1/2026,700,23,1
618110,Improvement and upgradation to two lane with Paved Shoulder configuration from existing km 55.00 to km 90.00 Design length 34.76 of NH-227A near Chhapia Village to near Sikriganj in the State of UP on EPC Mode. (MoRTH) (618110) (N24001469) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,11/1/2022,5/1/2024,307.11,125.88,0,40.9886,307.11,0,0,0,7/1/2025,426,14,1
618111,Improvement and upgradation to two lane with paved shoulder configuration from existing km 90.00 to 130.00 Design length 39.15 of NH-227A near Sikriganj to Barhalganj in the State of UP on EPC Mode. (MoRTH) (618111) (N24002015) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,12/1/2023,6/1/2025,403.36,0,94,0,345.34,-58.02,-14.3842,0,6/1/2026,365,11.99,1
618112,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package I, from km 228.920 Jagarnathpur to Km 235.960/0.000 MakhaudaDham to Km 29.000 Sarpur in the State of Uttar Pradesh on EPC basis (MoRTH) (618112) (N24002240) (10186)",Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,5/1/2025,11/1/2026,912.5,1.9,4,0.2082,912.5,0,0,0,11/1/2026,0,0,0
618113,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package III, from Km.47.800 Gosaiganj to Km.73.300 Bikapur in the State of Uttar Pradesh on EPC basis. (MoRTH) (618113) (N24002241) (10187)",Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,5/1/2025,11/1/2026,587.97,47.45,39,8.0701,587.97,0,0,0,11/1/2026,0,0,0
618114,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg PackageV, from Design Km.140.960 Patranga to Km.160.200 Bahuvan Madar Majha on EPC mode in the State of Uttar Pradesh (MoRTH) (618114) (-) (12089)",Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2/1/2026,8/1/2028,1192.33,0,2,0,1192.33,0,0,0,8/1/2028,0,0,0
618116,lmprovement and Up-gradation from Km. 73.300 Bikapur to Km.140.960 Patranga of NH-227B 84 Kosi Parikrama Marg to 2LPS along with Parikrama Path (MoRTH) (618116) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,1/1/2026,1/1/2028,1679.75,97.67,34.5,5.8146,1679.75,0,0,0,1/1/2028,0,0,0
618117,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design Chainage 47918 and from Design Ch 69900 to Design Ch 83940 of NH-248A Natni Ka Bara in the State of Rajasthan on EPC Mode. (MoRTH) (618117) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,11/1/2024,5/1/2026,154.89,14.8,23,9.5552,154.89,0,0,0,5/1/2026,0,0,0
618118,Upgradation of two lane paved shoulder from Shahpura existing km. 0.00 Design Ch. 000 to Thanagazi existing Km.37352 Design Ch. 36810 of NH-248A on EPC mode in the State of Rajasthan. (MoRTH) (618118) (N24001867) (-),Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,2/1/2023,7/1/2024,174.34,63.55,100,36.4518,174.34,0,0,0,7/1/2025,365,11.99,1
618119,Rehabilitation and up-gradation to 2-lane configuration of Bageshwar to Kangarchina road from km 129.600 to Km 161.600 Existing Chainage 136.00 to Km 169.00 of NH- 309Ain the State of Uttarakhand Package-IV under NHO Annual Plan 2021-22 (MoRTH) (618119) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttarakhand,8/1/2024,2/1/2027,472.23,0,60,0,472.23,0,0,0,,,,
618120,construction of Four-Lane of chausa-Buxar Bypass from Km 45.000 to Km 65.915 Package - 2 in the State of Bihar on EPC Mode. (MoRTH) (618120) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Bihar,1/1/2026,1/1/2028,1060.16,0,0,0,1060.16,0,0,0,1/1/2028,0,0,0
618121,Improvement to two lane with paved shoulders of NH-319A from km 0 to km 45 in state of Bihar under EPC mode (MoRTH) (618121) (N24001878) (-),Ministry of Road Transport & Highways,Roads & Highways,Bihar,6/1/2023,12/1/2024,427.29,178.43,93,41.7585,427.29,0,0,0,7/1/2026,577,18.96,1
618122,Widening to 2 lane with paved shoulded of Jareikela Jharkhand/Odisha Border - Dhabaleswar section from 0/0 to 36/0 of NH-320D in the State of Odisha under Annual Plan 2021-22. (MoRTH) (618122) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Odisha,10/1/2024,10/1/2026,172.09,0,32,0,172.09,0,0,0,10/1/2026,0,0,0
618123,Widening and Strengthening/Reconstruction to Two Lane with Paved Shoulder/ Two Lane with paved shoulders with service road from km 0000 to km 42250 excluding design Ch. 03220 to 04200 & 28350 to 29060 of NH-320G in the state of Jharkhand under EPC mode (MoRTH) (618123) (N24001925) (-),Ministry of Road Transport & Highways,Roads & Highways,Jharkhand,8/1/2023,8/1/2025,423.18,4.11,0,0.9712,423.18,0,0,0,,,,
618124,Rehabilitation and upgradation from km 51.600 to km 75.700 of NH-321G Nuhkhas to Etah section to two lane with paved shoulder configuration under EPC mode in the State of Uttar Pradesh (MoRTH) (618124) (N24002116) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2/1/2024,8/1/2025,343.54,83.27,65,24.2388,343.54,0,0,0,9/1/2026,396,13.01,1
618125,Rehabilitation and upgradation of NH 326A from km 0/0 to 41/979 excluding km 2/255 to 3/372 and km 36/820 to 38/275 Odisha border to Narasamapeta to two lane with paved Shoulders in the State of Andhra Pradesh under NHO on EPC Mode (MoRTH) (618125) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,9/1/2018,3/1/2020,228.32,44.45,100,19.4683,228.32,0,0,0,10/1/2025,2040,67.02,1
618126,"Pre-Construction activities from Km 134.000 to Km 190.233 of NH-333A and Construction of 4 no. of Bypasses at Katoria, Lakhpura, Banka & Panjwara total length-14.359 Km to two lane with paved shoulders standard in State of Bihar. (MoRTH) (618126) (-) (-)",Ministry of Road Transport & Highways,Roads & Highways,Bihar,12/1/2024,12/1/2026,479.37,11.75,58,2.4511,479.37,0,0,0,12/1/2026,0,0,0
618127,Construction of 2- Lane with paved shoulder from km 56.45 Dharampur More to 93.050 Pakur of NH-333A in the State of Jharkhand on EPC mode (MoRTH) (618127) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Jharkhand,11/1/2025,5/1/2027,255.73,10.06,10.4,3.9338,255.73,0,0,0,5/1/2027,0,0,0
618130,Widening to 2 lane with paved shoulders from 0.00 to 32.970 ofAdilabadto Bela section of NH 353B in the State of Telangana (MoRTH) (618130) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,5/1/2024,5/1/2026,490.92,0,76.02,0,490.92,0,0,0,6/1/2026,31,1.02,1
618132,Widening & strengthening of existing carriageway in 2 lane with paved shoulders from km 25/0 to 59/2 design Ch km 25.467 to 59.200 of NH - 353C on EPC mode in the state of Telangana (MoRTH) (618132) (N24000989) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,6/1/2018,6/1/2020,206.13,152.77,98.57,74.1134,206.13,0,0,0,,,,
618134,Rehabilitation /Upgradation from Lagam to Alapalli section Desing Km. 199/400 to km 227/400 Length 28.0 Km to 2 lane with Paved Shoulders/ 4 lane configuration section of NH-353 C Sakoli-Wadsa-Armori-Gadchiroli-Ashti-Alapalli Sironcha in Gadchiroli District on EPC mode in the state of Maharashtra. (MoRTH) (618134) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,9/1/2024,9/1/2026,459.39,0,79.87,0,459.39,0,0,0,9/1/2026,0,0,0
618136,Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on EPC mode in the State of Maharashtra. (MoRTH) (618136) (N24001537) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,2/1/2022,9/1/2023,224.44,0,91,0,224.44,0,0,0,3/1/2026,912,29.96,1
618137,Rehabilitation and Up-gradation of Jarud - Sirsala section of NH-361F km 59500 to km11500 to Two lane with paved shoulder/ Four Lane in the state of Maharashtra on EPC mode Length 55.5 Km. (MoRTH) (618137) (-) (10189),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,5/1/2025,5/1/2027,540.35,139.12,56.55,25.7463,540.35,0,0,0,5/1/2027,0,0,0
618138,"Widening, Reconstruction & Up-gradation to 2 lane with Paved Shoulder/Four Lane configuration for the work of Sautada to Shirapur Section of NH-561 from Design km 86300 to km 125589 in the state of Maharashtra on EPC mode. Design length 39.289 km (MoRTH) (618138) (-) (-)",Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,5/1/2025,11/1/2026,349.57,0,49.75,0,349.57,0,0,0,11/1/2026,0,0,0
618139,Rehabilitation and Up-gradation of Gangakhed Loha section of NH-361F from Km 169/00 to 210/00 to two lane with paved shoulder/ four lane configuration in the state of Maharashtra on EPC mode Length - 41.00 Km. (MoRTH) (618139) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,4/1/2025,9/1/2026,355.12,0,43.46,0,355.12,0,0,0,9/1/2026,0,0,0
618140,Widening to two/four lane with paved shoulders from Km.34.250 to Km.71.830 of NH- 365A on Kodad-Khammam-Kurvi road. (MoRTH) (618140) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,2/1/2025,1/1/2027,445.76,18.32,9.22,4.1098,445.76,0,0,0,1/1/2027,0,0,0
618141,Widening and Improvement of existing carriage way to 2 lane with paved shoulders from Km. 86/160 to 131/730 of Jangaon-Duddeda section of NH-365B in the State of Telangana on EPC Mode (MoRTH) (618141) (N24001450) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,12/1/2022,12/1/2024,423.48,160.2,77.34,37.8294,423.48,0,0,0,6/1/2026,547,17.97,1
618142,Widening to Two lane with Paved shoulders from km.40/410 to 84/037 of Thirumanlagiri-- Suryapet Section of NH-365B earstwhile section of SH-16 (MoRTH) (618142) (N24002025) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,5/1/2017,5/1/2019,244.54,0,99.96,0,244.54,0,0,0,9/1/2019,123,4.04,1
618143,widening to two lane with Paved shoulders from Km.0/970 to Km.40/410 of Jangaon - Thirumal giriof NH- 365B in the state of Telanganaon EPC mode under NHO Annual Plan 2016-17 (MoRTH) (618143) (N24000983) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,11/1/2017,10/1/2019,197,0,92.74,0,197,0,0,0,10/1/2019,0,0,0
618144,Construction of Major Bridge Across Sharavathi Backwaters and approches between Ambargodu and Kalasavalli Near Sigandhur in Sagar Taluk on NH 369E in the State of Karnataka on EPC mode.Job No. NH-369E-KNT-2018-19-895 dated 06.03.2019. (MoRTH) (618144) (N24001281) (-),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,12/1/2019,12/1/2022,423.15,0,0,0,423.15,0,0,0,,,,
618145,Widening to two lane with paved shoulder of Rampachodavaram - Koyyuru section of NH 516E from Km 43700 to Km 113820 in the State of Andhra Pradesh on EPC mode Job No. 737 (MoRTH) (618145) (N24001263) (10190),Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,1/1/2023,1/1/2025,568.12,303.13,98.63,53.3567,568.12,0,0,0,4/1/2026,455,14.95,1
618146,Estimate for Improvement to two lane with paved shoulder from Ramnagar to Roseda from km 3.500 to 43.000 of NH 527 E on EPC mode in State of Bihar (MoRTH) (618146) (N24001323) (-),Ministry of Road Transport & Highways,Roads & Highways,Bihar,10/1/2024,4/1/2026,495.16,0,36,0,495.16,0,0,0,4/1/2027,365,11.99,1
618147,Widening to 2 Lane with Paved Shoulders from design Km 103.200 Existing Km 103.200 to design Km 116.700 Existing Km 118.470 on AP/KNT Border to Sira Section of NH-544E in the State of Karnatakaon EPC mode under Annual plan 2022- 23 (MoRTH) (618147) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,3/1/2024,9/1/2025,166.58,35.33,65,21.209,166.58,0,0,0,8/1/2026,334,10.97,1
618148,Widening to 4LPS of NH-548B from Km 80.000 Near Murgundi to Km 140.200 Near Chikkodi excluding length from Km 118.450 to Km 128.450 in the State of Karnataka under NH O on EPC Mode under Annual Plan 2022-23 - Package 1 NH-548B-KNT- 2022-23-979 dated 09.03.2023 (MoRTH) (618148) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,4/1/2026,4/1/2028,785.79,0,0,0,785.79,0,0,0,4/1/2028,0,0,0
618149,Widening to two lane with paved shoulders from Km 0.00 to 102.310 Design Chainage of NH-548B Murrum-Maharashtra Border in the State of Karnataka (MoRTH) (618149) (-) (10191),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,1/1/2025,1/1/2027,957.09,248.81,60.21,25.9965,957.09,0,0,0,1/1/2027,0,0,0
618151,Widening to 4LPS of NH-548B from Km 118.450 Near Shirguppi to Km 128.450 Near Ankali in the State of Karnataka under NH O on EPC Mode Under Annual Plan 2022- 23 NH-548B-KNT-2022-23-982 (MoRTH) (618151) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,5/1/2026,5/1/2029,1084.29,0,0,0,1084.29,0,0,0,,,,
618152,Mhaswad to Tembhurni section of NH-548C - 2L PS (MoRTH) (618152) (N24002132) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,8/1/2017,7/1/2019,488.6,0,96.19,0,488.6,0,0,0,12/1/2025,2345,77.04,1
618153,Satara to Mhaswad (MoRTH) (618153) (N24000979) (10193),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,8/1/2017,8/1/2019,653.46,7.33,98.08,1.1217,653.46,0,0,0,7/1/2025,2161,71,1
618154,"Rehabilitation & upgradation of Jamkhed to Sautada Section of NH548 D from km 195.375 to km 208.774, Length 13.399 Km to 2L PS /4L configuration with rigid pavement in the state of Maharashtra on EPC mode. (MoRTH) (618154) (N24001390) (-)",Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,1/1/2023,7/1/2024,157.62,0,68.93,0,157.62,0,0,0,6/1/2026,700,23,1
618155,Development/Widening of Talegaon Chakan Shikrapur Nhavara Section of NH-548D from existing chainage km. 54/000 to 82/300 and Design chainage Km. 54/000 to 82/120 Shikrapur to Nhavara Section to 2LPS/4L Configuration on EPC Mode in the State of Maharashtra. (MoRTH) (618155) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,1/1/2025,7/1/2026,396.17,85.57,73.05,21.5993,396.17,0,0,0,7/1/2026,0,0,0
618156,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of Madhya Pradesh on EPC mode (MoRTH) (618156) (-) (-)",Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,10/1/2024,10/1/2026,492.66,0,72.1,0,492.66,0,0,0,10/1/2026,0,0,0
618160,"Construction of 2 lane Major Bridge including approaches over Brahmaputra between Majuli on North Bank and Jorhat on South Bank from km. 11.690 to km. 19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam Job no. 715/AS/2020-21/213 (MoRTH) (618160)",Ministry of Road Transport & Highways,Roads & Highways,Assam,12/1/2025,12/1/2027,1019.17,0,2.41,0,1019.17,0,0,0,12/1/2027,0,0,0
618161,Widening and Reconstruction of existing road to four lane from Km.56400 to Km 120300 i.e. from B.Kothapalli Junction to Gorantla excluding Kadiri Bypass from Km 70200 to Km 77105 of NH 716G in the State of Andhra Pradesh on EPC mode Job no. 742 (MoRTH) (618161) (N24001416) (10194),Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,9/1/2023,12/1/2025,839.98,355.56,99.45,42.3296,839.98,0,0,0,4/1/2026,121,3.98,1
618162,"Improvement and up-gradation to 2LPS of NH-227B 84-Kosi Parikrama Marg PackageVI, Design Km 160200 Bahuvan Madar Majha to Km 224040 Jagarnathpur under HAM (MoRTH) (618162) (-) (-)",Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,1/1/2026,1/1/2028,2008.7,0,12,0,2008.7,0,0,0,1/1/2028,0,0,0
618163,"Rehabilitation and Up-gradation from km. 0000 to km.40390 of NH-730S MaharajganjNichloulThuthibari to two lane with paved shoulders in the State of U.P. on Engineering, Procurement & Construction EPC Basis. (MoRTH) (618163) (N24001418) (10195)",Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,6/1/2024,12/1/2025,809.25,0,59,0,603.19,-206.06,-25.4631,0,12/1/2026,365,11.99,1
618164,Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950 of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh. (MoRTH) (618164) (N24001419) (10196),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,6/1/2024,6/1/2026,1141.67,0,86,0,1157.31,15.64,1.3699,1,7/1/2026,30,0.99,1
618165,Construction of 4-lane highway with paved shoulders from Km 49.155 to Km 74.700 of NH-731A on Hybrid Annuity Mode in the state of Uttar Pradesh (MoRTH) (618165) (N24001545) (10197),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2/1/2024,1/1/2026,1156.72,0,100,0,1156.72,0,0,0,6/1/2026,151,4.96,1
618166,Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH- 731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh (MoRTH) (618166) (N24001647) (10198),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,10/1/2023,10/1/2025,697.66,0.04,100,0.0057,697.66,0,0,0,6/1/2026,243,7.98,1
618167,Rehabilitation & Upgradation of NH-731A from Km.0.00 to Km.35.00 to 2-lane with paved shoulder under EPC mode (MoRTH) (618167) (N24001590) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,8/1/2022,8/1/2023,264.86,0,93,0,264.86,0,0,0,6/1/2026,1035,34,1
618168,Widening to four lane with paved shoulder from Design Km.49.200 to Km.89.285 of NH-731B on EPC mode in the state of Uttar Pradesh (MoRTH) (618168) (N24001792) (10199),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,1/1/2024,1/1/2026,917.91,128,56,13.9447,965.3,47.39,5.1628,1,1/1/2027,365,11.99,1
618169,Construction of Two Lane with paved shoulder highway from Design Ch.0.000 to Ch.49.2OO of NH-731B on EPC Mode (MoRTH) (618169) (N24001730) (10200),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,11/1/2023,11/1/2025,640.18,242.32,96.79,37.8519,602.76,-37.42,-5.8452,0,7/1/2026,242,7.95,1
618170,Construction of Two lane with paved shoulder configuration of Shujalpur Bypass section of NH-752C from km 33100 Design to km. 42570 Design total design length 10.470 km in the State of Madhya Pradesh on EPC mode. (MoRTH) (618170) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,3/1/2024,9/1/2025,214.07,0,40.3,0,214.07,0,0,0,12/1/2026,456,14.98,1
618171,"Work of Upgradation of Jirapur-Pachore Road including Pachore, Jirapur, Chhapiheda & Khujner Bypasses from 0000 to 58790 Design Length 58.79 Km section of NH-752C to 2LPS in the State of Madhya Pradesh under EPC mode (MoRTH) (618171) (-) (-)",Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,1/1/2024,1/1/2026,352.69,0,47.29,0,352.69,0,0,0,10/1/2026,273,8.97,1
618172,Paithan - Shirur section 2LPS Km 0.0 to 55.00 (MoRTH) (618172) (N24001122) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,6/1/2017,6/1/2019,341.8,0,82,0,341.8,0,0,0,5/1/2026,2526,82.99,1
618173,Shirur-Kharda section from 55937 km to 114486 km to 2LPS/4L (MoRTH) (618173) (N24001123) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,6/1/2017,6/1/2019,381.77,0,83.93,0,381.77,0,0,0,9/1/2025,2284,75.04,1
618174,Rehabilitation and Upgradation to two lane with paved shoulder configuration of NH- 752G from Sakri to Pimpalner Section Design Ch km 0000 to Ch km 21411 in the state of Maharashtra on EPC Mode. Length 21.411 km. (MoRTH) (618174) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,4/1/2025,10/1/2026,226.58,0,100,0,226.58,0,0,0,10/1/2026,0,0,0
618175,Rehabilitation and Upgradation of Satana to Mangrul Chandwad Section of NH752 G Design Ch Km 64.000 to Ch Km 101.140 two lane with paved shoulder/four lane configuration in the state of Maharashtra on EPC mode. (MoRTH) (618175) (N24001884) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,5/1/2023,5/1/2025,428.8,0,93.46,0,428.8,0,0,0,6/1/2026,396,13.01,1
618176,Rehabilitation and upgradation from ch km 50/200 to 56/800 and km 62/600 to 100/403 of Kolde to Visarwadi Near Junction with NH-6 section of NH 752G total length 44.40 to two-lane with paved shoulder / four lanes in the State of Maharashtra on EPC mode. (MoRTH) (618176) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,1/1/2026,1/1/2028,349.08,0,21.6,0,349.08,0,0,0,,,,
618177,Pal Phata Phulambri - Khultabad 2LPS (MoRTH) (618177) (N24001060) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,6/1/2018,12/1/2019,227.19,0,95.29,0,227.19,0,0,0,12/1/2025,2192,72.02,1
618178,Widening and strengthening of Gangakhed to Kingaon section of NH-752K in Km 38/750 to 72/304 Flexible Pavement Length33.554 km to 2-lane configuration on EPC mode in the State of Maharashtra. (MoRTH) (618178) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,12/1/2024,6/1/2026,162.67,0,72,0,162.67,0,0,0,5/1/2026,-31,-1.02,0
618179,Rehabilitation and Upgradation of Shewali phata to Kalambhir section i.e. Km 0443 to Km 4500 & Nizampur to Chadwel section i.e. Km 13485 to Km 26265 Length16.317 Km excluding 2 Major Bridges with approaches Km 13735 to Km 14095 & Km 19660 to Km 20030 of NH 753B to 2LPS Configuration in the State of Maharashtra on EPC Mode. (MoRTH) (618179) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,8/1/2024,2/1/2026,181.58,0,93.01,0,181.58,0,0,0,2/1/2026,0,0,0
618180,Pune raigarh District Border To Mangaon Ch 69000 to 103775 NH-753F (MoRTH) (618180) (N24001082) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,6/1/2018,12/1/2019,223.46,0,89.08,0,223.46,0,0,0,6/1/2024,1644,54.01,1
618181,Rehabilitation / Upgradation to 4 Lane with Paved shoulder of Existing Section in Sillod Town with Design Ch. Km54500 to Km 60679 [Length6.179 km] section of NH 753F Aurangabad-Jalgaon road on EPC Mode in the State of Maharashtra (MoRTH) (618181) (N24002177) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,1/1/2024,7/1/2025,153.79,0,98,0,153.79,0,0,0,3/1/2025,-122,-4.01,0
618182,Widening to Two lane with paved shoulders from 106/830 to 158/496 of Yellareddy- Rudrur Section of NH-765D in the state of Telangana on EPC mode under NHO under Annual plan 2022-23 (MoRTH) (618182) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,7/1/2024,7/1/2026,499.88,187.35,64.11,37.479,499.88,0,0,0,7/1/2026,0,0,0
618183,Widening to 2 lane with paved shoulders from Km 62/920 to km 106/830 of Medak - Yellareddy section in the State of Telangana under Annual Plan 2022-23 on EPC mode under NHO (MoRTH) (618183) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Telangana,8/1/2024,8/1/2026,399.01,0,66.04,0,399.01,0,0,0,8/1/2026,0,0,0
618184,Construction of 2 Lane with paved shoulder from km 55.6 to km 90.7 existing chainages of NH-766C complete Realignment of 13.76 km with 2 major Bridges across Sharavathi Backwaters on EPC mode under Annual Plan 2022-23 in the state of Karnataka NH-766C-KNT-2022-23 dated 14.10.2022 (MoRTH) (618184) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,2/1/2024,2/1/2026,313.56,0,65,0,313.56,0,0,0,12/1/2027,668,21.95,1
